rownum	motif_id	text
29801	J731	Do not discard clothing till cold weather is over.
29802	J731.1	More than one swallow to make a summer. Spendthrift youth seeing swallow concludes that summer has come and sells his clothes. There is frost the next day and he is cold.
29803	J740	Forethought in provision for shelter.
29804	J741	Build shelter for the whole year.
29805	J741.1	Bear builds house of wood; fox of ice. Fox's house fails him in summer.
29806	J751	Consider difficulties of course you are about to undertake.
29807	J751.1	Truth the best policy. Servant about to be caught for theft rehearses the lie he is to tell his master. He finds lies so transparent that he decides to tell the truth.
29808	J751.1.1	Lady answers queen so straightforwardly she gets light punishment.
29809	J752	In planning future, profit by the past.
29810	J752.1	Frogs decide not to jump into the well. Their spring having dried up, they consider jumping into a well. They decide that the well may also dry up.
29811	J753	Remove obstacles from path.
29812	J753.1	The only person in the bath. Servant reports to master that there is but one person in the public bath Master finds three hundred. Only one person had removed stone from his path; rest had stubbed toes. He was only one worthy of the name of man.
29813	J755	All aspects of a plan must be foreseen.
29814	J755.1	The forgotten wind. Man allowed to manage the weather forgets to ask help of the wind. All goes wrong and he must give up management.
29815	J756	Advice after the event valueless.
29816	J756.1	Doctor gives advice after patient dies. Scorned for lack of foresight.
29817	J758	Beware of following an interested adviser.
29818	J758.1	Tailless fox tries in vain to induce foxes to cut off tails.
29819	J758.1.1	Noseless man persuades fools to cut off noses.
29820	J758.1.2	Tailless jackal persuades other jackals to cut off tails.
29821	J758.2	Crane advises fool to empty reservoir so he can reap all grain. Crane eats fish left at bottom.
29822	J758.3	Fish refuse fox's invitation to live on dry land and thus escape danger of fishermen.
29823	J761	Old age must be planned for.
29824	J761.1	Child finds gray hair in wicked father's head. Father sees that it is time for him to reform.
29825	J761.2	Fourth horse must carry all. Miller has four horses to carry grain. He uses only one, so that it soon dies. Four horses are childhood, youth, manhood, and old age. Don't heap all burden of securing salvation on the fourth horse, old age.
29826	J761.3	Adulteress prepares for old age. Charges a pair of shoes to consort with men. When old she pays with shoes the men who will consort with her.
29827	J762	Leave a loophole for escape.
29828	J762.1	Priest keeps in container relic which when kissed renders people immune from pestilence. They only kiss container, so that if they die he will not be held responsible.
29829	J765	Mark the way one is going in an unfamiliar country.
29830	J766	Do not work yourself out of employment.
29831	J766.1	Cat only drives rats away;  if she killed them she would no longer have employment.
29832	J810	Policy in dealing with the great.
29833	J811	Wisdom of concessions to power.
29834	J811.1	The lion's share. Ass divides booty equally between himself, fox, and lion. Lion eats ass. Fox then divides: gives lion meat and he takes bones.
29835	J811.1.1	"Lion divides the booty. Best part goes to himself as king of beasts; second, as strongest; third, as most valiant; fourth ""touch it if you dare."""
29836	J811.2	Fox refuses to mediate between lion and lioness. Lion decides to abandon lioness because of her bad odor. Ass, hog, and fox as judges. Ass says she has bad odor: lioness slaps him. Hog says she has not: lion slaps him. Fox says that he has a bad cold and cannot smell.
29837	J811.3	King honors poet and critic: the first so that he will honor the king;  the second, so that he will not dishonor him.
29838	J811.4	Ruler angered by evil spoken of him is placated by soft words of speakers.
29839	J811.5	Prime minister bribes priest to persuade king that ocean of milk he wishes sought for had curdled.
29840	J811.6	Fox with three hundred fables ready to tell against lion conveniently forgets them.
29841	J814	Flattery of the great.
29842	J814.1	Imprisoned musician defends himself. Has been imprisoned because the king did not like the way the musician looked at him. After a year the king returns as a conqueror and sees musician. The latter says that he saw the king's conquests in a vision and was blessing him when he looked at him. The musician is honored.
29843	J814.2	Flatterer always agrees with king even in opposite opinions;  defense: he is king's servant.
29844	J814.3	"""High-born alone recognizes one of equal rank with himself."". Jackal sees man with instrument he is unfamiliar with, comes up to him and salutes him ""Lord of Delhi."" Man calls him Lord of Jungle and tells above."
29845	J814.4	"Flattery of the wicked to escape death at his hands: ""This is an offering to my lord Esau from his slave Jacob""."
29846	J814.5	"Dissenting minister to king: ""Let the king do as seems good in his eyes""."
29847	J815	Unpleasant truths must be withheld from the great.
29848	J815.1	Liar rewarded by the apes. King of apes asks visitors how they like his children (courtiers). Truthful visitor tells that they are very ugly, and is punished. Liar praises their beauty and receives reward.
29849	J815.2	Brother who conforms to naked people's customs honored. Two brothers go to the land of Naked People. One of the brothers wears clothes and is punished.
29850	J815.3	Muddy bath prepared for blemished king.
29851	J816	Tact in reproving the great.
29852	J816.1	King brought to sense of duty by feigned conversation of birds. Philosopher pretends to know bird's language and to be translating what they tell him.
29853	J816.1.1	King living apart from wife brought to sense of duty by philosopher. Asks if there is harmony among the cities and republics of Greece: philosopher tells him to ask it of his own house.
29854	J816.2	King called baker's son: he has given the poet only loaves of bread. King sees jest and rewards poet.
29855	J816.3	King brought to sense of duty by woman's words. Drunken king sentences unjustly. Woman asks to appear before the king before he has dined. Her case is retried.
29856	J816.4	Woman tactfully restrains amorous king.
29857	J817	A soft answer turneth away wrath.
29858	J817.1	Man called a rogue by a nobleman makes a joke of the insult. He thus avoids trouble.
29859	J817.2	"Physician willing to believe in four persons. Angers a theologian by disputing doctrine of the Trinity. ""Don't get angry,"" he says; ""rather than have you condemn me to hell, I would believe in four persons."""
29860	J817.2.1	King makes absurd statement about flowers. Flatterer agrees: it is the king he serves, not the wretched flowers.
29861	J817.3	"With a silent person one is alone. Angered bishop will not answer when addressed. Relents when priest says, ""Since there is no one here I may heed the call of Nature."""
29862	J818	Care in advising a king.
29863	J818.1	Yogi advises yogi blood for making king's leaky tank hold water: king cuts off yogi's head.
29864	J821	Keeping on good terms with hostile gods.
29865	J821.1	"Dog asks raven why he sacrifices to Athene, since she hates raven because of his powers of augury. ""The more reason to sacrifice. She will keep on good terms with me."""
29866	J822	Man plays fool to protect himself in dealing with king.
29867	J822.1	Man pretends idiocy so as to avoid compromising himself when summoned to testify by two rival queens before the king.
29868	J823	Man recounts unpleasant happening to king when in good humor and draws laugh;  rest draw punishment.
29869	J829	Dealing with the great miscellaneous.
29870	J829.1	The king and the cheap slippers. Steward buys the king a pair of slippers. King thinks not enough has been paid for them and refuses them. Steward buys another like the first and charges a good price. Learns that this is the way to deal with kings.
29871	J829.2	Devil decides to leave of own accord. It is decided to drive the devil out of a man who is possessed. Devil sees the inevitable and flees so that they cannot say that he has been driven off.
29872	J829.3	"Vanquished ruler in disguise gets audience with victor. ""What would you do if your enemy were to kneel before you and beg forgiveness?"" ""I would forgive him."" Reveals identity and is pardoned."
29873	J830	Adaptability to overpowering force.
29874	J831	Mohammed goes to the mountain (tree) when the mountain will not come to him.
29875	J832	Reeds bend before wind (flood). Save themselves while oak is uprooted.
29876	J833	Ass foolish to kick against the pricks.
