type_id	label	text
1960D	The Great Vegetable	The Great Vegetable. This miscellaneous type comprises various tales dealing with an enormous vegetable (turnip, cabbage, mushroom, potato, melon, pumpkin, cucumber, grain, tobacco, etc.) . Cf. Type 2044. The following are the most common variants: A turnip grows so big and so fast that the fence has to be moved three times during the summer. It takes a whole day to pull up the turnip, and seven days for a swallow to fly around it. A sow (hare) eats her way into the turnip, which grows back around her. When the turnip is cut open, the sow is found inside with seven piglets (seven cartloads of hares are found inside). Fifteen men uproot the turnip using levers, and two horses are needed to move it. A boat is made from its rind. The cabbage (mushroom) is so big that an entire regiment of soldiers fits under its leaves (cap). Part of it is used to make soup for a battallion, but the rest of the vegetable is still too big to pass through the lock of the canal. Six men work for six weeks to dig up the potato, but they excavate only its top half. A stalk of rye is so fat that a hog can go through it, or a man can drive a horse and wagon through the stalk and turn around inside it. Five men can stand on its stump. One grain is so big that just cutting it in two yields a bucket of sawdust. The tobacco is so tall that, to prune it, nine ladders have to be stacked one on top of the other. It takes two men a whole day to cut out both sides of the stalk. Standing on the stump they fight for two days over the tobacco. Cf. Type 1920A. 
1960E	The Great Farmhouse	The Great Farmhouse. This miscellaneous type comprises various tales dealing with an enormous farm, its separate buildings (house, barn, kiln, granary, mill, church, etc.), or the management there . The following are the most common variants: A building is so tall that when an axe falls from the peak of the roof, a swallow is able to build her nest in it, lay her eggs, and rear her young, before the axe hits the floor. A barn is so long that when a cow is taken to the bull at the other end, she gives birth to her calf before she gets back to her stall. A church is so big that when a baby is baptized, he is old enough for his first communion before he comes out. A room is so big that, for three years, the father and mother look for each other inside it. On his way to his morning coffee, the farmer has to stop twice for meals. From the middle of the room the walls are not visible, so people have to use the floorboards to orient themselves. Everything on the farmstead is enormous: buildings, animals, fields, tools, plants, catch of fish, oven, containers, cooking implements, pipes, people, and cattle. The cows give so much milk that it flows out of the stall like an ocean, and someone in a boat has to float on it to skim the cream, etc. 
1960F	The Great Kettle	The Great Kettle . It took ten (fifty, a hundred, etc.) smiths to forge the kettle. They stood so far apart as they worked that none of them could hear the others. Or, the enormous kettle belongs to a giant farmstead  (cf. Type 1960E) or giant ship (cf. Type 1960H). In the latter case, often either the cook or the ship itself, tossed in a storm, lands in the porridge pot and is mixed within the porridge. Cf. Type 1920A. 
1960G	The Great Tree	The Great Tree. This miscellaneous type comprises various tales dealing with an enormous tree (plant or beanstalk that grows up to the sky, etc.) . Cf. Types 317, 555, 804A, 852, 1889, 1889E, 1920C, 1920F, and 1960D. The following are the most common variants: An oak tree is so big that eighty people can dance on its stump. A church is built on the stump of a pine tree. A hole in the tree is used for a barn, and three hundred bears hibernate under the tree's roots. A road runs through the tree. A man drives a horse and wagon into the tree through a hole, and is lost there for three days before he finds his way out. When the tree is transported, its roots pass by a certain place on Easter but its crown does not come by until after Christmas. 
1960H	The Great Ship	The Great Ship. This miscellaneous type comprises various tales dealing with an enormous ship . The following are the most common variants: A ship is so long that it takes a train three days to go from the bow to the stern. It is too long to turn about, and carries six million crew. When it was turned about in the Baltic Sea, its jib swept all the sheep into the water. In order for the ship to pass through the Kattegat Strait, its sides had to be rubbed with soap. A young cabin boy who climbs up the mast comes down as a gray-haired old man. The coxswain gives his orders from horseback (airplane or helicopter). The cook rides in the pot in a motorboat to stir the porridge. Cf. Type 1960F. 
1960J	The Great Bird	The Great Bird. This miscellaneous type comprises various tales dealing with an enormous bird (eagle, grouse, hawk, crane, etc. , sometimes a goose, duck, or chicken) . The following are the most common variants: A bird is so big that when it is transported, people see only its neck for two days, and on the third day they come to see its body. Its nest is made from three cartloads of twigs and inside ist are plus some sheeps' bells, harnesses, etc. When a man tries to burn the nest, the bird puts out the fire with a load of water it has carried in a boat. A bird is so big that it darkens the whole sky. 
1960K	The Great Loaf of Bread	The Great Loaf of Bread. This miscellaneous type comprises various tales dealing with an enormous loaf of bread (cake, pudding, turnover, cheese, etc. . Cf. Type 1833H. The following are the most common variants: A loaf of bread is so big that it never comes to an end. It was originally made for the wedding of the family's great-great-grandfather. A turnover is filled with seven sacks of turnips and meat from two pigs. Two casks of rye flour were used for the dough. A farmer uses a pitchfork to cut it and serve it to his family. Three hundred people are killed by the steam that escapes when it is pierced. A boat is made from the crust. 
1960L	The Great Egg	The Great Egg. This miscellaneous type comprises various tales dealing with an enormous egg. The following are the most common variants: An egg is so big that it has to be cut to pass through a doorway . When the egg is broken open, forty cities are flooded. 
1960M	The Great Insect	The Great Insect. (Including the previous Types 1960M1–1960M3.) This miscellaneous type comprises various tales dealing with an enormous insect (bee, fly, gnat, louse, flea, grasshopper, etc.) . The following are the most common variants: Giant lice eat three puppies. One louse holds a whole loaf of bread in its feet and eats it. A louse with a sheep's leg bone stuck between its teeth climbs into someone's bed. Cf. Type 857. The bones of a great gnat are used to make a fence. Giant mosquitos bore through the side of a kettle (as if with nails) and carry it away through the air  (previously Type 1960M1). Flies carry away people or animals  (previously Type 1960M2). A giant bumblebee fights with a bear (previously Type 1960M3). 
1960M1		
1960M2		
1960M3		
1960Z		
1961	The Big Wedding	The Big Wedding. This miscellaneous type comprises various tales dealing with an unusual wedding (most are endless tales). The following example is common in Norway: A giant has sixty daughters (sons)  who all ride to a wedding on the same horse. The horse's backbone breaks and is repaired with a tree used as a splint. The giant gets the horse in his eye, a fox in his beard, etc. Cf. Types 1889D, 1911A. 
1962	My Father's Baptism (Wedding)	My Father's Baptism (Wedding). A boy tells lies. For example, he claims that he was born before his father was born, baptized, or married. People send him to a mill (to climb up a sky-high tree) to get some flour (to find a witness for his parents' marriage or a name or godfather in heaven). He harnesses six sacks of flour to the wagon and loads it with six oxen. When he arrives at the mill it is not there, but out picking strawberries. He finds the mill and drives it home. While he was gone, the handle of his whip has grown into a sky-high tree with birds' nests in its branches. When he climbs up, the fledgling birds catch him and carry him away, and then drop him. He delivers the flour to his parents, dances with his mother at her wedding, and is born two years later. Cf. Type 1882. 
1962A	The Great Wrestlers	The Great Wrestlers. This miscellaneous type comprises various tales dealing with two (more) enormous, strong wrestlers (eaters) and their wrestling (eating) match . Cf. Types 650A, 650B, and 1960. 
