ref_term,usage_count,category,subcategory,confidence,toponym,explanation,coordinates,notes
Arabic,2,linguistic,language_family,0.9,Arabian Peninsula,"Refers to the Arabic language and associated cultural traditions, originating in the Arabian Peninsula and spreading throughout the Middle East and North Africa through Islamic expansion. Arabic is a Semitic language that serves as the liturgical language of Islam and official language in many countries.","[23.5, 45.0]",
Araucanian Mapuche,2,ethnic_tribal,indigenous_group,0.95,Araucanía Region,The Mapuche are an indigenous people native to south-central Chile and southwestern Argentina. 'Araucanian' is a historical term derived from the Spanish name for the region (Arauco). The Mapuche are the largest indigenous group in Chile and have historically inhabited the Araucanía region.,"[-38.9517, -72.0313]",
Arawak,2,ethnic_tribal,indigenous_group,0.9,Guyana,"The Arawak are one of the major indigenous peoples of South America, historically inhabiting the northern coastal regions and Caribbean islands. They were among the first Native Americans encountered by European explorers and were primarily located in what is now Guyana, Suriname, French Guiana, and parts of the Caribbean.","[6.8045, -58.1553]",
Aurora (New Hebrides),2,geographic,island_group,0.9,Vanuatu,"Aurora (now known as Maewo) is an island in what was formerly called the New Hebrides, now the nation of Vanuatu. The New Hebrides was the colonial name for this South Pacific island group before it gained independence as Vanuatu in 1980.","[-15.0, 168.1]",
Batak,2,ethnic_tribal,indigenous_group,0.95,North Sumatra,"The Batak are several closely related indigenous ethnic groups native to North Sumatra, Indonesia. They traditionally inhabit the highlands around Lake Toba and have distinct cultural practices, traditional beliefs, and languages belonging to the Austronesian family.","[2.7, 98.8]",
Bohemia,2,geographic,historical_region,0.95,Bohemia,"Historical region and former kingdom in central Europe, now forming the western part of the Czech Republic. It was a major medieval European power and cultural center. The term has strong associations with Czech history, culture and folklore.","[50.0833, 14.4167]",
Bulgaria,2,geographic,country,1.0,Bulgaria,"A country in southeastern Europe on the Balkan Peninsula, with a distinct cultural history dating back to the First Bulgarian Empire in the 7th century. Has rich folklore traditions influenced by Thracian, Slavic, and Ottoman elements.","[42.7339, 25.4858]",
Bushongo,2,ethnic_tribal,indigenous_group,0.9,Democratic Republic of the Congo,"The Bushongo (also known as Bambala or Kuba) are an ethnic group native to the Kasai and Sankuru regions of the Democratic Republic of the Congo. They are known for their rich artistic traditions, particularly in woodcarving and textile arts.","[-4.0, 22.0]",
Caroline Islands,2,geographic,island_group,0.99,Caroline Islands,"An archipelago of over 500 small islands in the western Pacific Ocean, divided between the countries of Palau and the Federated States of Micronesia. The islands were historically named after King Charles II of Spain.","[7.3, 151.4]",
Central America,2,geographic,region,1.0,Central America,"Geographic and cultural region between North and South America, typically including Guatemala, Belize, Honduras, El Salvador, Nicaragua, Costa Rica, and Panama. This region shares common cultural and historical traits from pre-Columbian civilizations through Spanish colonization.","[13.2, -85.6]",
Central Caroline Islands,2,geographic,island_group,0.95,Chuuk State,"The Central Caroline Islands are a group of islands in the western Pacific Ocean, part of the Federated States of Micronesia. They include the Chuuk (formerly Truk) and Yap island groups, forming the central portion of the larger Caroline Islands chain.","[7.4167, 151.7833]",
Chitimacha,2,ethnic_tribal,indigenous_group,0.95,Louisiana,"The Chitimacha are a federally recognized Native American tribe historically located in the Mississippi Delta region of Louisiana. They are known for their unique language and basket weaving traditions. Their modern reservation is located in Charenton, Louisiana.","[29.8833, -91.5333]",
Choctaw,2,ethnic_tribal,indigenous_group,0.95,Mississippi,"The Choctaw are a Native American tribe historically located in the southeastern United States, particularly in what is now Mississippi, with current populations in Mississippi, Oklahoma, and other states. They are one of the Five Civilized Tribes and maintain a distinct cultural and linguistic identity.","[32.3547, -89.3985]",
Chuh,2,ethnic_tribal,indigenous_group,0.7,Sichuan,"The Chuh appears to be a variant spelling of 'Qiang' or a related ethnic group from the Tibeto-Burman speaking peoples of western Sichuan province, China. They are one of China's officially recognized ethnic minorities.","[30.6, 102.7]",
Circassian,2,ethnic_tribal,indigenous_group,0.95,North Caucasus,"Historical ethnic group native to the North Caucasus region, particularly the former Circassia region. The Circassians (self-name: Adyghe) are an indigenous people known for their distinctive culture, martial traditions, and resistance to Russian expansion in the 19th century. Many were displaced to Turkey and other parts of the Middle East.","[44.0, 39.0]",
Dakota,2,ethnic_tribal,indigenous_group,0.95,South Dakota,"The Dakota (also known as Sioux) are a Native American tribal group historically occupying territories in the northern Great Plains of North America, particularly in present-day North and South Dakota. They comprise several sub-tribes including Lakota and Yankton.","[44.5, -100.0]",
Eskimo (Koryak),2,ethnic_tribal,indigenous_group,0.9,Kamchatka Krai,"This appears to be a reference to cultural material involving both Eskimo peoples and the Koryak people, an indigenous group of northeastern Siberia. The Koryak are traditionally located in the Kamchatka Krai region of Russia, distinct from but sometimes compared to Eskimo peoples in folklore studies.","[59.0, 159.0]",
Fauru,2,geographic,island,0.7,Fauro Island,"Fauru (also spelled Fauro) is an island in the Shortland Islands group of the Solomon Islands, located in the Western Province","[-7.0833, 156.0333]",
Greenland,2,geographic,country,1.0,Greenland,"The world's largest island (not counting continental Australia), located between North America and Europe. An autonomous territory of Denmark with a primarily Inuit population and distinct folklore traditions.","[71.7069, -42.6043]",
Guaray',2,ethnic_tribal,indigenous_group,0.7,Santa Cruz Department,"The Guarayos (also spelled Guarayu or Guaray') are an indigenous people living in Bolivia, primarily in the Guarayos Province of Santa Cruz Department. They are related linguistically and culturally to the larger Guaraní people group.","[-15.8, -63.1]",
Guianese,2,geographic,country,0.9,Guyana,"Refers to people or culture from Guyana (formerly British Guiana) in South America, though can sometimes also refer more broadly to people from the Guianas region including Suriname and French Guiana","[6.8014, -58.1553]",
Guinea Bissau,2,geographic,country,1.0,Guinea-Bissau,"Guinea-Bissau is a country in West Africa, formerly a Portuguese colony that gained independence in 1974. The name distinguishes it from neighboring Guinea (formerly French Guinea) and Equatorial Guinea.","[11.8037, -15.1804]",
Hanover,2,geographic,historical_state,0.9,Hanover,"Refers to both a city in Lower Saxony, Germany and the historical Kingdom/Electorate of Hanover that existed from 1692-1866. Was in personal union with Great Britain from 1714-1837 under the House of Hanover.","[52.3759, 9.732]",
Indian (Bacairi),2,ethnic_tribal,indigenous_group,0.9,Mato Grosso,"The Bacairi (also spelled Bakairí) are an indigenous people of Brazil, primarily located in the state of Mato Grosso. They are a Cariban-speaking group who traditionally lived along the upper Xingu and Teles Pires rivers.","[-12.6819, -55.9192]",
Iroquois,2,ethnic_tribal,indigenous_group,0.95,Upstate New York,"The Iroquois (also known as Haudenosaunee) are a confederation of Native American tribes historically located primarily in present-day New York state, including the Mohawk, Oneida, Onondaga, Cayuga, Seneca, and later Tuscarora nations. They formed a powerful political and military alliance known as the Iroquois Confederacy or League of Five Nations.","[43.0, -75.5]",
Kabardin,2,ethnic_tribal,indigenous_group,0.9,Kabardino-Balkaria,"The Kabardins (also known as Kabardians) are a Circassian ethnic group native to the North Caucasus region, primarily in the Kabardino-Balkaria Republic of Russia. They speak the Kabardian language, which belongs to the Northwest Caucasian language family.","[43.4851, 43.6045]",
Kashubian,2,ethnic_tribal,indigenous_group,0.9,Pomerania,"Kashubian refers to a West Slavic ethnic group native to the historical region of Pomerania, primarily in northern Poland. They have their own distinct language and cultural traditions, concentrated in the region known as Kashubia (Kaszuby).","[54.2167, 18.0]",
Klikitat,2,ethnic_tribal,indigenous_group,0.9,Klickitat County,"The Klickitat are a Native American tribe historically located in the Pacific Northwest, primarily in what is now southern Washington state along the Columbia River. They are a Sahaptin-speaking people traditionally engaged in fishing, hunting and trading.","[45.87, -121.17]",
Ladino,2,linguistic,jewish_language,0.9,Thessaloniki,"Judeo-Spanish language historically spoken by Sephardic Jews after their expulsion from Spain in 1492, particularly in the Ottoman Empire. Combines medieval Spanish with Hebrew and other influences. Was especially prominent in Thessaloniki, which had a large Sephardic population.","[40.6401, 22.9444]",
Laguna and Zusi,2,ethnic_tribal,indigenous_group,0.85,New Mexico,"Laguna refers to the Laguna Pueblo Native American tribe located in New Mexico. 'Zusi' appears to be a variant spelling of 'Zuni', another Pueblo tribe. These are indigenous peoples of the American Southwest known for their pueblo settlements.","[35.0389, -107.3838]",
Lat. Am. Indian,2,ethnic_tribal,indigenous_peoples,0.9,Latin America,"General term referring to indigenous peoples and groups native to Latin American countries, from Mexico through Central and South America. Used broadly in folklore classification to indicate stories and traditions from various Native American groups in Latin American regions.","[4.0, -72.0]",
Lat. Am. Indian (Yuracare),2,ethnic_tribal,indigenous_group,0.9,Beni Department,"The Yuracare (also Yuracaré) are an indigenous people living in the lowland rainforests of central Bolivia, primarily in the Beni and Cochabamba Departments. They are a distinct ethnic group with their own language and cultural traditions.","[-16.0, -65.0]",
