Skipped line. No motif ID found. Original line: F645.	Marvelously wise man.
Skipped line. No motif ID found. Original line: J1517.	Thieves deceived by prearranged conversation which they over- hear. (Cf.
Skipped line. No motif ID found. Original line: K420.	)
Skipped line. No motif ID found. Original line: J1517.1.	Overheard conversation: "Mustard has advanced in price." Thieves steal mustard and leave all else. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1517.2.	Overheard conversation: "Money hidden in wall (field).” Thieves take box filled with stone (or dig up field). India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1517.3.	Overheard conversation: "My money is hanging in the tree." Thieves stung by hornets India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1521.	Swindler's plans foiled.
Skipped line. No motif ID found. Original line: J1521.1.	The shoes carried into the tree. Tricksters induce a numskull to climb a tree, planning to steal his shoes. He takes them in his belt with him. “Perhaps I shall find a nearer road home up there and shall need my shoes." *Wesselski Hodscha Nasreddin I 233 No. 96.
Skipped line. No motif ID found. Original line: J1521.2.	The old man nods "Yes". A monk at an old man's deathbed asks if he hasn't promised this and that to the church. The old man from weakness rather than understanding nods "Yes". The son standing by asks, "Shall I throw this fellow down stairs?" The old man nods "Yes". *Wesselski Bebel I 154 No. 81; Pauli (ed. Bolte) No. 497.
Skipped line. No motif ID found. Original line: K1852.	Rascal in dead man's place in bed makes dead man's will.
Skipped line. No motif ID found. Original line: J1521.2.1.	Clever wife of king's adopted son keeps king distracted on deathbed so that he cannot disinherit husband. India: Thompson- Balys.
Skipped line. No motif ID found. Original line: J1521.3.	Command would become permanent. A ruler receives gifts from his subjects and later demands them as he due. The fool sets the nobleman's bed on fire. When the nobleman commands him to put the fire out he refuses, since he would ever afterward have to be putting out fires. *Pauli (ed. Bolte) No. 44.   ## p. 121 (#125) ############################################  J. The wise and the foolish 121
Skipped line. No motif ID found. Original line: J1521.	4 Unjust oath countered by another. A woman entrusts three coins to a headsman. He denies her claim which she fails to substan- tiate in ordeal. She now claims more and happens to succeed with ordeal. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: H253.	Oaths before gods at tests of truths.
Skipped line. No motif ID found. Original line: J1521.5.	Catching by words.
Skipped line. No motif ID found. Original line: J1521.5.1.	Bargain: to render service for "something". Claimant has called dead cricket “something” and must be content. India: Thomp- son-Balys.
Skipped line. No motif ID found. Original line: J1522.	Rebuke to the stingy.
Skipped line. No motif ID found. Original line: J1522.	1 Half price for half a shave. A man asks to be shaved at half price. The barber shaves one side. He must pay the other half for the rest of the shave. Pauli (ed. Bolte) No. 601.
Skipped line. No motif ID found. Original line: J1522.2.	Stingy man rebuked when his children are feasted in his absence. They think he has been responsible and honor him. He re- forms. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1525.	Poor girl outwits prince in fright-contest. He frightens her and later mocks her with her words of fright. She plays the same trick on him. Italian: Basile Pentamerone II No 3.
Skipped line. No motif ID found. Original line: H1400.	Fear-test.
Skipped line. No motif ID found. Original line: K1200.	Deception into humiliating position.
Skipped line. No motif ID found. Original line: K1600.	Deceiver falls into his own trap.
Skipped line. No motif ID found. Original line: J1526.	Soldier's practical retort to officer.
Skipped line. No motif ID found. Original line: J1526.1.	Officer disarmed by sentry. Army major approaches sentry, takes away his rifle, and reproaches him for allowing himself to be disarmed. Sentry draws pistol from inside shirt, demands return of unloaded rifle. U.S.: Baughman.
Skipped line. No motif ID found. Original line: J1527.	Dream answered by dream. Priests misinterpret raja's dream and get his horses. Trickster advises raja to announce dream de- manding cauterization of the priests. They return horses. India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1530.	One absurdity rebukes another. Brown JAOS XXIX 43 n. 40, Penzer III 241, 250f., V 64ff., IX 152, 155; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: H572.	Reductio ad absurdum of riddle.
Skipped line. No motif ID found. Original line: H952.	Reductio ad absurdum of task.
Skipped line. No motif ID found. Original line: H1023.3.1.	Task: bringing berries in winter. Reductio ad absurdum: father is sick from snake-bite (impossible in winter).
Skipped line. No motif ID found. Original line: H1024.1.1.	Task: making a bull bear a calf.
Skipped line. No motif ID found. Original line: J1172.	Judgment as rebuke to unjust plain- tiff.
Skipped line. No motif ID found. Original line: J1191.	Reductio ad absurdum of judgment.
Skipped line. No motif ID found. Original line: J1511.	A rule must work both ways.
Skipped line. No motif ID found. Original line: J1512.1.	Milk from the hornless cow.
Skipped line. No motif ID found. Original line: K1600.	Deceiver falls into own trap.
Skipped line. No motif ID found. Original line: J1531.	Borrower's absurdities. England, Scotland, Ireland, Wales, U.S.: Baughman.
Skipped line. No motif ID found. Original line: J1550.	Practical retorts: borrowers and lenders.
Skipped line. No motif ID found. Original line: J1531.1.	The transformed golden pumpkin. Borrower of golden pump- kin returns a brass pumpkin and claims that the gold has turned to brass. The lender takes the borrower's son and returns with an ape. He claims that the boy has turned into an ape. Köhler-Bolte I 533; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1531.1.1.	Mill has given birth to horse. Jackal as judge comes late. "Tank of water caught fire." India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1531.2.	The iron-eating mice. Trustee claims that mice have eaten the iron scales confided to him. The host abducts the trustee's son   ## p. 122 (#126) ############################################  122 Motif-Index of Folk-Literature and says that a falcon has carried him off. *BP II 372; Chauvin II 92 No. 37; Bødker Exempler; Spanish Exempla: Keller; Italian No- vella: *Rotunda; India: *Thompson-Balys, Penzer III 250, V 62, *64; Indonesian: DeVries's list No. 299.
Skipped line. No motif ID found. Original line: F561.8.	Iron-eating tribe.
Skipped line. No motif ID found. Original line: J1531.2.1.	The dog-eating bugs. Man keeps dog for boy, tells him when he comes for it that the chinch bugs have eaten it. The boy borrows a mule from the man, later tells him that a buzzard has carried it away. He gets his dog back. U.S.: Baughman.
Skipped line. No motif ID found. Original line: J1531.3.	The pot has a child and dies. A borrower returns a pot along with a small one saying that the pot has had a young one. The pots are accepted. He borrows the pot a second time and keeps it. He sends word that the pot has died. *BP II 372 n. 2; *Wesselski Hodscha Nasreddin I 213 No. 35; DeVries FFC LXXIII 273 n. 1; Rumanian: Schullerus FFC LXXVIII No. 1705*; India: Thompson-Balys.
Skipped line. No motif ID found. Original line: J1532.	Adulteress's absurdity rebuked.
Skipped line. No motif ID found. Original line: T230.	Faithlessness in marriage.
Skipped line. No motif ID found. Original line: J1532.1.	The Snow-Child. (Modus Leibinc.) A sailor's wife bears a son in his absence and says that it came from eating snow. Later the husband makes away with the boy who, he says, melted in the sun. *Type 1362; *Pauli (ed. Bolte) No. 208; BP IV 130; Italian Novella: *Rotunda.
Skipped line. No motif ID found. Original line: K1550.	Husband outwits adulteress and paramour.
Skipped line. No motif ID found. Original line: T511.	Conception from eating.
Skipped line. No motif ID found. Original line: J1533.	Absurdities concerning birth of animals, or men. (Cf.
Skipped line. No motif ID found. Original line: J1531.3.	) In- dia: Thompson-Balys.
Skipped line. No motif ID found. Original line: H1024.1.1.	Task: making a bull bear a calf.
Skipped line. No motif ID found. Original line: J1191.1.	Reductio ad absur- dum: the decision about the colt.
Skipped line. No motif ID found. Original line: J1534.	Deer captured in bird-net: water flows upstream. One partner claims a deer he has captured in his bird-net. The other pretends to be watching water flow upstream. Coster-Wijsman 32 No. 8.
Skipped line. No motif ID found. Original line: T255.2.	The obstinate wife sought upstream.
Skipped line. No motif ID found. Original line: J1536.	Ruler's absurdity rebuked.
Skipped line. No motif ID found. Original line: J1280.	Repartee with ruler (judge, etc.).
Skipped line. No motif ID found. Original line: J1536.1.	Absurdity of entrusting military mission to bishop. Courtier re- bukes king by asking that he be given an ecclesiastical post. Italian Novella: Rotunda.
Skipped line. No motif ID found. Original line: J1536.2.	Absurdity of trying to convert king to Hinduism-like making cow of donkey or black dog into white. India: *Thompson-Balys.
