rownum	motif_id	motif_text_with_references
28964	H973.2	Tasks performed with help of four demons in ring. Linked to India
28965	H973.3	Task performed by dwarfs. Linked to Germany
28966	H974	Task performed with help of supernatural wife. Linked to Ireland, Linked to Greece, Linked to India, Linked to Japan
28967	H974.1	Task performed with help of mistress. Linked to India
28968	H975	Tasks performed by deity. Linked to Greece
28969	H975.0.1	Task performed by deity in answer to prayer. Linked to India
28970	H975.1	Tasks performed by aid of goddess. Linked to India, Linked to Italy
28971	H976	Task performed by mysterious stranger. Linked to Ireland
28972	H981	Tasks performed with help of brother. Linked to China
28973	H982	Animals help man perform task.
28974	H982.1	Pigeons cover the sun's rays with their outstretched wings and lengthen night to six months so that hero's task can be completed in one night. Linked to India
28975	H983	Task performed with help of angel. Referenced in Jewish religious texts
28976	H984	Tasks performed with help of saint. Linked to Ireland, In languages spoken in Spanish
28977	H984.1	Tasks performed with help of Brahmadaitya. Linked to India
28978	H985	Task performed with help of druid. Linked to Ireland
28979	H986	Help in performance of tasks: invisible hands. Linked to India
28980	H987	Task performed with aid of magic object. Linked to Germany
28981	H990	Performance of tasks miscellaneous.
28982	H991	Unpromising hero last to try task (rescue from animal). Linked to India
28983	J0	Acquisition and possession of wisdom. Referenced in Jewish religious texts
28984	J10	Wisdom (knowledge) acquired from experience.
28985	J100	Wisdom (knowledge) taught by necessity.
28986	J101	Crow drops pebbles into water jug so as to be able to drink.
28987	J1010	Value of industry.
28988	J1011	Lazy woman resumes her work. She sees how a little bird by persistence pecks a hole in a stone.
28989	J102	Bear learns how to catch crabs with his hairy claws.
28990	J1020	Strength in unity.
28991	J1021	The quarreling sons and the bundle of twigs. Peasant puts twigs together and cannot break them. Separately they are easily broken. His sons apply the lesson. Referenced in Jewish religious texts, Linked to India, Linked to Japan
28992	J1021.1	Sons united make living; separated fail. Linked to India
28993	J1021.2	Preacher teaches beaten Genoese the strength of unity. They are like donkeys when one is beaten the rest scatter. The enemy are like pigs stick together in trouble. Linked to Italy
28994	J1022	Fight of lions and bulls. Lion succeeds only when bulls separate.
28995	J1023	Dog leader fears defeat because his forces are of different breeds. Wolves are all of one kind. Linked to Lithuania
28996	J1024	Quails caught in net rise up in a body with net and escape. As soon as they quarrel they are caught. Linked to Spanish Exempla, Linked to India, In languages spoken in Spanish
28997	J1024.1	Captured elephants pull all at once and escape from net. Linked to India
28998	J1025	United cocks defeat partridge. When they quarrel they are defeated.
28999	J1025.1	Cranes fighting as allies defeat all enemies. If they quarrel they are doomed. In languages spoken in Spanish, Linked to Spanish Exempla
29000	J1025.2	Cats unite in battle against a wolf. They destroy wolf. Linked to Spanish Exempla, In languages spoken in Spanish
29001	J1030	Self-dependence.
29002	J1031	Grain will be cut when farmer attends to it himself. Lark leaves her young in the cornfield. They hear farmer tell sons to go to neighbors for help in harvesting. Lark tells young not to worry. Same when he sends for relatives. Farmer decides to harvest it himself. Larks move, for they now know that it will be done Pauli (ed. Linked to Romania
29003	J1032	Stag found by master when overlooked by servants. Hides under hay and escapes until master himself comes.
29004	J1033	Gardener who plants vegetable tends it best.
29005	J1034	Gods help those who help themselves. Ox driver must put his shoulder to the wheel before Hercules will help him.
29006	J1040	Decisiveness of conduct.
29007	J1041	Impossibility of pleasing everyone. One must act therefore without awaiting everyone's approval.
29008	J1041.1	Weather to please one only. Attempt to please everyone with weather unavailing. Weather given therefore without regard to men's desires.
29009	J1041.2	Miller, his son, and the ass: trying to please everyone. Miller blamed when he follows his son on foot; when he takes the son's place on the ass; when he takes the son behind him; and when he puts the son in front of him. In languages spoken in Spanish, Found in England, Linked to India, Linked to Italy, Linked to Spanish Exempla
29010	J1050	Attention to warnings.
29011	J1051	Death's three messengers. Warns man by loss of appetite, loss of desire for drink, and sickness. Man does not recognize the messengers.
29012	J1052	Cranes disregard warnings and are killed.
29013	J1053	Snake disregards warnings to improve his manners: eaten by crab.
29014	J1054	Man disregards mother's warning and is punished. Linked to Canada, Linked to France, From the region of French-Canadian
29015	J1055	Man disregards priest's warning and is punished. From the region of French-Canadian, Linked to Canada, Linked to France
29016	J1060	Miscellaneous aspects of wisdom.
29017	J1061	Value depends upon real use.
29018	J1061.1	The cock and the pearl: prefers a single corn to a peck of pearls. In languages spoken in Spanish, Linked to Spanish Exempla
29019	J1061.2	Baldheaded man finds the comb: it is useless.
29020	J1061.3	Foolish dog finds treasure and dies rather than leave it.
29021	J1061.4	Miser's treasure stolen. Advised to imagine that his treasure is still there: he will be as well off as before. Linked to Italy, Linked to India
29022	J1062	Cure yourself before doctoring others.
29023	J1062.1	Frog as beauty doctor unable to cure his own ugliness.
29024	J1062.2	Doctor unable to cure himself scorned.
29025	J1062.2.1	Bald man tries to sell hair restorer. Scorned.
29026	J1063	Pot calls kettle black.
29027	J1063.1	Mother crab blames her children for not walking straight. Linked to Italy
29028	J1063.2	Drunk man makes sport of another man for being drunk.
29029	J1064	Futility of trying to teach the stupid.
29030	J1064.1	Raven killed by apes who will not receive his teaching that a shining stone is not fire. Linked to Spanish Exempla, In languages spoken in Spanish
29031	J1071	Results of labor lost in a moment of procrastination.
29032	J1071.1	After laboring to make a brazen head, artist loses labor in moment of procrastination.
29033	J1072	Man to be judged by his own qualities, not his clothes.
29034	J1072.1	Guests strike man who tries to interfere in their quarrel. It is their host in old clothes. Guests are humiliated but forgiven.
29035	J1072.2	Rich Brahmin wearing poor clothing is treated as a beggar. Linked to India
29036	J1073	Never use your entire resources.
29037	J1073.1	Man who never does any piece of work so well that he cannot improve it.
29038	J1074	Value of silence.
29039	J1074.1	Parson's apology for not answering challenge: I have never regretted silence but have often regretted speech.
29040	J1074.1.1	Philosopher does not join in with gossipers. He is silent because he fears that some day he may talk too much and not be able to keep silent. In languages spoken in Spanish
29041	J1074.2	Man does not court ugly woman: she might say yes. Therefore he keeps silent. In languages spoken in Spanish
29042	J1075	Time renders all things commonplace.
29043	J1075.1	Woman tests enduring power of gossip by having a servant ride through streets on a flayed ass. By the third day he has ceased to attract attention. She concludes that it will be the same way in connection with her intended marriage. Linked to Italy
29044	J1075.2	Fox is terrified on first seeing lion. The third time she meets him she has no fear. Linked to Italy
29045	J1076	Futility of distant travel.
29046	J1076.1	Man desirous of traveling sent six miles to deliver a letter. Told that he has now seen the world, for he will never see more than valleys, hills, fields, meadows, water, streets, cities, and villages.
29047	J1081	Preciousness of untroubled sleep.
29048	J1081.1	King buys spendthrift's bed. It must have been an extraordinary bed to permit a man with so many debts to sleep on it. Linked to Italy
29049	J1082	Futility of trying to hide an obvious deed.
29050	J1082.1	Horn will tell the tale. Thus answers goat to herdsman who begs her not to tell master that he has broken off her horn.
29051	J1085	Money does not always bring happiness.
29052	J1085.1	The happy friar becomes unhappier as he receives ever more and more money. Gets rid of money and is happy as before.
29053	J1085.2	Possession of gold turns humble servant into arrogant one. Linked to India
29054	J1085.3	King sees poor man far happier than himself. In languages spoken in Spanish, Linked to Spanish Exempla
29055	J1085.4	Poor man returns to the emperor all save enough for comfort: wealth would take happiness from his simple life. Linked to India
29056	J1086	"Ignoring the unpleasant. Wise man refuses to react to unpleasantness. ""I don't hear the unpleasant.""" Linked to Italy
29057	J1087	Futility of expecting stranger to have one's interest at heart. Linked to Italy
29058	J1088	When the sweet fails try the bitter. Man pleads with thief who is stealing his figs. When pleading fails he brings him down from tree with stones. Linked to Italy
29059	J11	Shipwrecked shepherd distrusts the sea. He had formerly envied sailors.
29060	J11.1	Man bitten by snake fears snake-like rope. Referenced in Jewish religious texts
29061	J1100	Cleverness.
29062	J1110	Clever persons. Linked to France, Linked to Ireland, From the region of Missouri French
29063	J1111	Clever girl. Linked to China, Linked to Iceland, Linked to India, Linked to Ireland, Referenced in Jewish religious texts
29064	J1111.1	Princess skillful in argument.
29065	J1111.1.1	Princess skillful in pleading. Linked to India
29066	J1111.2	Illegitimate daughter of trickster inherits father's ability to dupe others.
29067	J1111.3	Clever daughter-in-law. Linked to India
29068	J1111.4	Clever peasant daughter. Linked to India
29069	J1111.5	Clever minister's daughter. Linked to India
29070	J1111.6	Clever maidservant. Linked to India
29071	J1111.6.1	Clever slave girl. Referenced in Jewish religious texts
29072	J1112	Clever wife. Linked to India
29073	J1112.1	Wife reforms wayward husband. Makes gift to husband's mistress so that she may receive him fittingly. Husband is shamed into reforming. Linked to Italy
29074	J1112.1.1	Disguised real wife orders motley wear for her husband when he goes to fetch new bride-to-be: prospective father-in-law takes him for a fool and real wife reveals herself to husband. Linked to India
